idx,pattern,mean_loss,std_loss
278,stable,0.14079371,0.10024537
279,falling,0.09345755,0.03463693
280,falling,0.103552416,0.11899764
281,falling,0.09510736,0.0292003
282,falling,0.10289386,0.068706624
283,falling,0.093230136,0.035205808
284,falling,0.09680101,0.029382689
285,falling,0.076936886,0.024285235
286,falling,0.07102556,0.01853551
287,stable,0.091818675,0.11487315
288,stable,0.05303565,0.012171749
289,stable,0.067690626,0.016245805
290,stable,0.072262496,0.033531893
291,stable,0.06754892,0.018113118
292,rising,0.07562418,0.024618616
293,rising,0.045175206,0.007019494
294,rising,0.047608394,0.0090144
295,rising,0.048061267,0.008079668
296,rising,0.047102373,0.007223413
297,rising,0.056808565,0.01724482
298,stable,0.024325842,0.010040472
299,stable,0.032743078,0.006822415
300,stable,0.03358966,0.024477303
301,stable,0.052275095,0.11951861
302,stable,0.042920157,0.12608248
303,stable,0.026409477,0.018517397
304,stable,0.034868848,0.017306758
305,falling,0.033257596,0.018898591
306,falling,0.034768406,0.019414453
307,falling,0.044272535,0.022447234
308,falling,0.044808507,0.020071765
309,stable,0.064667605,0.10968027
310,stable,0.04010155,0.012497306
311,stable,0.032457296,0.008257768
312,stable,0.032379057,0.00951795
313,stable,0.03608287,0.027327102
314,stable,0.03254147,0.010316517
315,stable,0.035745304,0.012686329
316,rising,0.03289974,0.042591833
317,rising,0.029346429,0.0056272824
318,rising,0.059301365,0.014024326
319,rising,0.06070626,0.09004744
320,rising,0.0658272,0.115568124
321,rising,0.059701417,0.086483814
322,rising,0.042426977,0.0069466326
323,stable,0.059080947,0.008991312
324,stable,0.077948935,0.04931662
325,stable,0.07973227,0.014407817
326,stable,0.09472736,0.019634733
327,stable,0.10104748,0.060497697
328,stable,0.11603117,0.10950698
329,falling,0.08491791,0.026223266
330,falling,0.07205645,0.019633371
331,falling,0.10420231,0.09152556
332,falling,0.077821456,0.02661666
333,falling,0.08609651,0.024987848
334,stable,0.09557801,0.025790544
335,stable,0.061919,0.022011602
336,stable,0.050754827,0.015656624
337,stable,0.057344157,0.04417477
